p_114,0.974425147357273,0.8128603270143251,0.6918895249080015,0.8729830093420806,0.27317072726551667,0.7773357442369292,0.8107090041009299,0.8803865827854539,0.8412165809706499,0.8197506392372631,0.7537918122713655,0.740595608383246,0.7116532553551693,0.8932502920581897,0.8287204163370233,0.7828270128475344,0.7250332865345096,0.6072931233710159,0.8283658779516343,0.49999994791667207,0.4215747029040626,0.8095443243313222,0.6788207403413509,0.8840180783348565,0.4553794791044247,0.8036704964626322,0.8289050172975068,0.8859155758179412,0.8445574762517218,0.7576417305951043,0.7817685343798183,0.8330937829382916,0.8101037419708982,0.707224330118984,0.8304941168654173,0.1707316864961358,0.4490216248763047,0.0,0.006830601046239064,0.0,0.6235293995386393,0.0,0.0,0.0,0.0,0.0
p_0,0.9741190576314602,0.8078703302836822,0.6801978985288603,0.8490817595591236,0.34657836262054786,0.7667502685377402,0.8175350613160383,0.8466213427860417,0.814488361362776,0.7932016889741609,0.7827148418390751,0.8269924997861913,0.7253731325239474,0.8925145990280455,0.818635310156213,0.7980433244862722,0.7047146377004089,0.6938775451200889,0.8259954386721668,0.29999995000000834,0.25884382865535954,0.8064667187555338,0.6667862475986575,0.8068614987950999,0.44865403341322,0.718873319142968,0.8211714256145298,0.8779756945352779,0.7810847548253743,0.7525437517780386,0.745996549036717,0.8051150888276939,0.7977876088544522,0.6582809178317197,0.8222560150082691,0.4102563576594413,0.26892109284282534,0.0,0.0033030552989012775,0.0,0.45913042679773175,0.0,0.0,0.0,0.0,0.0
p_1,0.9726291411541761,0.7998272785073509,0.6742416299138264,0.8136301242384495,0.18246869083240266,0.7901644002486936,0.821639774188071,0.8551807711294785,0.8190936545992826,0.768621627675805,0.6841263480925104,0.6514935957729084,0.8213751853113319,0.9036847439786453,0.7990845801477214,0.74418604463047,0.5965909062661415,0.5697674371281775,0.8249869125589017,0.0,0.23858920914326548,0.8075742451526546,0.6808159591925846,0.7550955911241147,0.11728394880734648,0.7912515186412511,0.8584322140331715,0.8879619847476442,0.7313397683878741,0.7547677049863332,0.6832039373542815,0.7889992634391103,0.8023952077328531,0.5691382727512474,0.8136972361301091,0.040816318200751385,0.2688727997014188,0.0,0.0017050298234865318,0.0,0.32203388920808224,0.0,0.0,0.0,0.0,0.0
p_2,0.9745230134462993,0.8209503352678528,0.6971342451118314,0.8613103773977473,0.5301204761213529,0.8110442955277817,0.8534336084598293,0.876933103705082,0.837530358126639,0.7762355407189953,0.7550744228550083,0.7911338414700176,0.8276861735320056,0.8998810318797157,0.8270835525223582,0.7969409261684047,0.704055216979917,0.6070287491451378,0.8660264325700995,0.4799999360000085,0.35969867834558683,0.8060730739922237,0.6782802429568645,0.8350013162792986,0.5637707896139483,0.8383835463651799,0.8717442954567917,0.8890769504388099,0.8162217648662452,0.7159490326055041,0.733278280392848,0.8162872706890165,0.8188084667188368,0.6414762685283281,0.84916092652133,0.0,0.2719854916411107,0.0,0.005037783311866709,0.0,0.4308389924979821,0.0,0.0,0.0,0.0,0.0
p_3,0.9699328815377376,0.8040790969668882,0.6524059097571464,0.8288746402670382,0.377985458172529,0.7465433913119262,0.7367209032350032,0.8503978775329455,0.7952744549844771,0.7809644433357782,0.7526074243792086,0.7635738805375467,0.7082457353229485,0.8929255290081033,0.7947913688862358,0.7830238706020587,0.7051851825733881,0.6443381128840661,0.8387637148515255,0.16326527280300554,0.2979053506756761,0.7949054802852851,0.6467594565070249,0.8663722600317418,0.30619683710574924,0.7879973905467378,0.8289636952575109,0.8577114422840436,0.7879334784221562,0.6978910362935932,0.7007486616026767,0.7884083809287487,0.7407407388870352,0.5803814674360935,0.8222087895499449,0.0,0.3456790103134685,0.0,0.009794319198880321,0.0,0.07741935234131123,0.0,0.0,0.0,0.0,0.0
p_4,0.9731257466446727,0.8107258507255284,0.6731766806416092,0.8772905923951583,0.4624697280572672,0.796608093798871,0.8480299681420775,0.8393238137538576,0.8376623368124367,0.8136794535184908,0.8001697055575526,0.773980151510547,0.81501533872042,0.8994347870855222,0.8333333323794262,0.8235991674367057,0.6949524480799105,0.5873754113795654,0.8259552420346378,0.3692307124260442,0.369632853953747,0.8154308376257073,0.6845903578716265,0.8651874203967257,0.5967153230226704,0.8228017790436896,0.8487622783852562,0.8592289391784784,0.8384225226804446,0.797444088728942,0.8066371663569974,0.830325636827981,0.8039757018112211,0.6446837103318728,0.8417703202759904,0.11764703575548317,0.5086249358865208,0.0,0.012455515903420677,0.0,0.5480943639184326,0.0,0.0,0.0,0.0,0.0
p_5,0.9718803723596845,0.8049176201056458,0.6683307753190714,0.8951967404054902,0.30826140187100615,0.7760219742200608,0.8239101108935172,0.8699321429720408,0.8303775423453623,0.7918818512350441,0.7328918304319553,0.825832695586492,0.7660606042034895,0.8848883211812839,0.7999602298668123,0.7647582297100023,0.6204268269038611,0.6271050470961905,0.8383378820762938,0.2711863947141704,0.3562499977734375,0.8058112464770789,0.6688329927856944,0.9029418575101511,0.46381092372509714,0.7784616394765291,0.8352823899872581,0.865212901132714,0.8408043560527814,0.8276481141583051,0.7744125306151108,0.8288096153268616,0.8141328668471438,0.6520719260979522,0.838430778300626,0.2903225338189461,0.45392311503989935,0.0,0.003968253942008903,0.0,0.5519848666921575,0.0,0.0,0.0,0.0,0.0
p_6,0.9671805606216408,0.7966688072743079,0.6205472592157721,0.9026947572506872,0.4682080879748739,0.7208650749714346,0.8206745090622631,0.8320682581682818,0.7831896018666469,0.7386489471332791,0.7883622693844152,0.8160377337105928,0.7915016190286251,0.8658337858291084,0.8168057968839503,0.7608751589166662,0.6893939361297635,0.5902004388619105,0.8205780759674804,0.2985074181332212,0.3931972762367532,0.7850220219218197,0.6018087010568635,0.8845222400035185,0.3326271151204755,0.7555632221701956,0.8452348647139086,0.8559746119516816,0.7955825501981418,0.7188334809451987,0.7550571663257318,0.8131906986003088,0.7931456528931563,0.658634531539814,0.8028233561253797,0.0333333277777787,0.4077294666293262,0.0,0.006038647306529908,0.0,0.13114753740034052,0.0,0.0,0.0,0.0,0.0
p_7,0.9759541278155592,0.8149952957830119,0.7025325676531444,0.8301958724537979,0.4440039599206743,0.8092244508579294,0.8482967196750776,0.8823465855216365,0.8270541329213654,0.7730204220951089,0.7383177552843043,0.7838150258812523,0.8064155150943388,0.877816325541768,0.8213098721199317,0.7714958752311664,0.7017834894160784,0.5677966053576559,0.8358583413723263,0.3214285140306225,0.366402113978822,0.8163263278212907,0.6993289559026126,0.8740684407322934,0.3459715598818536,0.827436002390254,0.8590544642150901,0.8909315094210675,0.8263363147208806,0.76535288655788,0.7391304329772095,0.8296621141934993,0.8157760793491703,0.6476484144360184,0.8398976973504884,0.22950815909702307,0.479709264205274,0.0,0.010266940346335315,0.0,0.49749581807185617,0.0,0.0,0.0,0.0,0.0
p_8,0.973676565892248,0.8205343689236703,0.6927266557223472,0.8317283823926693,0.557315931432284,0.806502608208225,0.8488363756672618,0.8555293596932236,0.8325093442270477,0.7914355223441017,0.7841430969684722,0.7695086677402143,0.7662284289929573,0.8887050820901194,0.8235556041149331,0.812282732293503,0.6711359379101082,0.6209495054939751,0.852085043478342,0.393939334251616,0.3501280926547558,0.8118180472205885,0.6886748345285553,0.7651742138813679,0.5676625609168492,0.8298837536632027,0.8648641778640278,0.8885084523386966,0.8145766334209853,0.7802762924470341,0.7721179605846504,0.8339877168690348,0.8362855586787826,0.6931297657012995,0.8420657973174002,0.0,0.3066776561691867,0.0,0.0,0.0,0.530821908718803,0.0,0.0,0.0,0.0,0.0
